,위도,경도
0,37.4873267937748,127.103140081887
1,37.4857245085271,127.042517787926
2,37.5043293460531,127.025061202164
3,37.519433345399,127.027816287344
4,37.5009601493207,127.068471209933
5,37.4996994615351,127.032045172427
6,37.4992507578412,127.046886487188
7,37.4931480982967,127.087767273125
8,37.5047542755875,127.048242792455
9,37.5231700826582,127.020767411242
10,37.5035572530344,127.04443196555
11,37.4928059943729,127.04631039276
12,37.5143011318846,127.03177451842
13,37.5086151302204,127.059765116537
14,37.5017253926786,127.033912851494
15,37.5103020981712,127.021941044102
16,37.5116193245266,127.036352298064
17,37.5031904134328,127.066250602117
18,37.5128163093633,127.053421358065
19,37.4799609264967,127.054794016995
20,37.5169719062298,127.02270573272
21,37.4918546901643,127.088026402868
22,37.524059110059,127.046173251056
23,37.4937692906176,127.032433443822
24,37.4752702595259,127.057659069175
25,37.5031904134328,127.066250602117
26,37.4783435265606,127.114244508532
27,37.524059110059,127.046173251056
28,37.5297434878494,127.009958891666
29,37.5041813924961,127.0515006041
30,37.5348352959853,127.122127933092
31,37.5252892336824,127.122868062828
32,37.5473657301632,127.171875635185
33,37.5345959427598,127.138116623963
34,37.541015901733,127.137828727405
35,37.5407276647151,127.125470067758
36,37.54165432908,127.131688441589
38,37.5383697159717,127.12942446784
39,37.5144273491608,127.100611434725
40,37.5162435130486,127.140273586345
41,37.5506905966359,127.127775890723
42,37.5262199311307,127.137454081546
43,37.5563470580377,127.145598670215
45,37.5389750482546,127.124440988259
46,37.5273952498819,127.135616051172
47,37.546325859581,127.171461686788
48,37.5423197466954,127.13182324617
49,37.5361555499193,127.135335702535
50,37.5439476727563,127.125538378702
51,37.541015901733,127.137828727405
52,37.5361555499193,127.135335702535
53,37.5383697159717,127.12942446784
54,37.5547067235109,127.155613136912
55,37.5513505930991,127.127177231858
56,37.5465192580007,127.139697961268
57,37.550113657363,127.139046726981
58,37.5213500292993,126.846604008329
59,37.5441598850971,127.11553776075
60,37.6381399511498,127.029627828813
61,37.6391856183931,127.025449504014
62,37.6084784793818,127.031299801245
63,37.6174690796359,127.031996538921
64,37.6354702517404,127.022673311792
65,37.6345211420437,127.034600188775
66,37.6292955253177,127.039713954006
67,37.6339174298483,127.02762121919
68,37.6354702517404,127.022673311792
69,37.6253826236596,127.016787539871
70,37.6161238065432,127.021741379374
71,37.6197532303775,127.028246669847
72,37.6299413015528,127.024720753202
73,37.4936810424271,126.892994020472
74,37.6347560249083,127.020802278695
75,37.6412299378843,127.028656913091
76,37.6412299378843,127.028656913091
77,37.6084328380922,127.032815115145
78,37.6121465040101,127.031944537595
79,37.6295549133101,127.024506175514
80,37.6134009168268,127.035828005248
81,37.6387146974318,127.023146416902
82,37.6291409466541,127.018351605002
83,37.6174690796359,127.031996538921
84,37.4599644144136,126.930588144997
85,37.6292955253177,127.039713954006
86,37.6270913479898,127.026975138546
87,37.629843917766,127.027123065417
88,37.6161217852993,127.033780342346
89,37.6318218419702,127.013614288425
90,37.5258482641162,126.851240194989
91,37.5662269673179,126.82778708506
92,37.5317751664647,126.846405599812
93,37.5573177015308,126.85043658041
94,37.5406235702164,126.83906545991
95,37.5311806559626,126.847076474341
96,37.5686200074381,126.841486890777
97,37.5604482493755,126.820584319208
98,37.5608915738295,126.855632390076
99,37.5573448394615,126.836127329956
100,37.5412338197326,126.840795822727
101,37.5560243906282,126.851778015257
102,37.5617349247711,126.807021152364
103,37.5594668500173,126.858327788845
104,37.5722826946659,126.803637712262
105,37.5670130604808,126.811775468199
106,37.5470385404522,126.878589854433
107,37.5324350861425,126.862511772241
108,37.5763261330652,126.816782850006
109,37.5324350861425,126.862511772241
110,37.5289702556516,126.850188870272
111,37.5743713892667,126.816757980259
112,37.545297093726,126.844408800766
113,37.562537253017,126.852578227009
114,37.5489515620032,126.822152259484
115,37.5526743223002,126.835723697669
116,37.5689931200588,126.819293565271
117,37.539000377035,126.842103588216
118,37.5311806559626,126.847076474341
119,37.564714892889,126.83412554309
120,37.4828691492734,126.945675222202
121,37.4836473978971,126.925443042623
122,37.4846446433735,126.902337942539
123,37.4809399508253,126.930150986871
124,37.4714131992,126.934041531051
125,37.475154969409,126.981714828304
126,37.4817488863381,126.914289093676
127,37.4827924606185,126.953684255826
128,37.4827924606185,126.953684255826
129,37.4813287962774,126.955866680267
130,37.4838874489472,126.926340655683
131,37.4809399508253,126.930150986871
132,37.4786056398618,126.915181314522
133,37.4844764948079,126.931528006724
134,37.4735655410962,126.917168772479
135,37.4904954867064,126.924981674031
136,37.4766963066016,126.966748525059
137,37.4901681154487,126.930369788237
138,37.4907438547996,126.905127153812
139,37.4884649259288,126.918643067851
140,37.4866832606763,126.957203178453
141,37.4866102267817,126.913602296905
142,37.4729074602329,126.9187502595
143,37.491216536649,126.955351906576
144,37.4841196518392,126.928712092948
145,37.4809297812349,126.927772874384
146,37.4790713841003,126.948463043878
147,37.4798039555582,126.947352525873
148,37.4782609589223,126.951520657453
149,37.4767536147791,126.952518320274
150,37.5404287693674,127.069222511209
151,37.5362598105743,127.083485139063
152,37.5567298489954,127.080534516969
153,37.5567298489954,127.080534516969
154,37.5432536918341,127.102317497119
155,37.5525009261755,127.068702120931
156,37.5567298489954,127.080534516969
157,37.5586541679812,127.087661154291
158,37.5477057112156,127.105990131213
159,37.5451059075107,127.085386094263
160,37.5491889793084,127.070782993741
161,37.5377776402857,127.074020532315
162,37.5567298489954,127.080534516969
163,37.5431587122415,127.104188607133
164,37.537136273417,127.061000227337
165,37.547871203305,127.074549925093
166,37.5316737093307,127.080775590686
167,37.5334879269605,127.075663386682
168,37.5421211918186,127.064474696959
